,name,kind,latitude_deg,longitude_deg,elevation_ft,region_name,municipality,geometry
187,Catalão Airport,small_airport,-18.216800689697266,-47.89970016479492,2612.0,Goiás,Catalão,POINT (4454897.912857154 7951650.626548656)
188,Chapadão do Sul Airport,small_airport,-18.839125,-52.488116,2680.0,Mato Grosso do Sul,Chapadão do Sul,POINT (3944426.870889985 7879070.335409101)
189,Costa Rica Airport,small_airport,-18.491283,-53.168135,2428.0,Mato Grosso do Sul,Costa Rica,POINT (3868773.3076658137 7919671.302399639)
190,Dracena Airport,small_airport,-21.460501,-51.606899,1220.0,São Paulo,Dracena,POINT (4042464.1404717374 7570223.287681911)
191,Erechim Airport,small_airport,-27.66189956665039,-52.2682991027832,2498.0,Rio Grande do Sul,Erechim,POINT (3968881.969249489 6815346.721152721)
192,Irmãos Ribeiro Airport,small_airport,-22.1581,-46.775299,3035.0,São Paulo,Espírito Santo Do Pinhal,POINT (4579989.939124279 7487112.947905826)
193,Fronteira Airport,small_airport,-20.278662,-49.187636,1598.0,Minas Gerais,Fronteira,POINT (4311612.305929462 7710117.1932291845)
194,Santa Cecília Airport,small_airport,-15.342632,-49.13533,2219.0,Goiás,Goianésia,POINT (4317431.459920752 8283619.224132609)
195,Guanambi Airport,small_airport,-14.208200454711914,-42.74610137939453,1815.0,Bahia,Guanambi,POINT (5028246.762732373 8413328.340683337)
196,Guaporé Airport,small_airport,-28.894699,-51.855301,1558.0,Rio Grande do Sul,Guaporé,POINT (4014828.8884978797 6660413.944706492)
197,Aeroclube de Itapeva Airport,small_airport,-23.941345,-48.881775,2313.0,São Paulo,Itapeva,POINT (4345639.994128333 7272722.040633539)
198,Fazenda São Marcos Airport,small_airport,-23.9224,-48.818298,2257.0,São Paulo,Itapeva,POINT (4352701.945680834 7275015.044604711)
199,Itararé Airport,small_airport,-24.135278701782,-49.32833480835,2598.0,São Paulo,Itararé,POINT (4295959.263598185 7249229.675185489)
200,Doutor José Augusto de Arruda Botelho Airport,small_airport,-22.194598,-47.861839,2569.0,São Paulo,Itirapina,POINT (4459110.048142422 7482753.300896671)
201,Francisco Vilela do Amaral Airport,small_airport,-18.4447,-49.213402,1630.0,Goiás,Itumbiara,POINT (4308745.783508714 7925102.215479741)
202,Jales Airport,small_airport,-20.292296,-50.545546,1493.0,São Paulo,Jales,POINT (4160541.9240169954 7708509.615380207)
203,Santa Terezinha Airport,small_airport,-27.171514,-51.553327,2546.0,Santa Catarina,Joaçaba,POINT (4048424.1396615314 6876481.848914214)
204,Leme Airport,small_airport,-22.226900100708008,-47.38219833374024,2024.0,São Paulo,Leme,POINT (4512471.094627544 7478893.8935268605)
205,Helmuth Baungarten Airport,small_airport,-27.1599998474,-49.5424995422,1095.0,Santa Catarina,Lontras,POINT (4272132.980460936 6877914.008002162)
206,Maricá Airport,small_airport,-22.9195,-42.830898,5.0,Rio de Janeiro,Maricá,POINT (5018812.957944314 7395923.957417505)
207,Matão Airport,small_airport,-21.62310028076172,-48.352500915527344,2083.0,São Paulo,Matão,POINT (4404522.864184268 7550888.062575398)
208,Montenegro Airport,small_airport,-29.71940040588379,-51.48939895629883,125.0,Rio Grande do Sul,Montenegro,POINT (4055536.270787198 6555732.358692584)
209,Aeroclube Airport,closed,-22.746482,-43.464918,164.0,Rio de Janeiro,Nova Iguaçu,POINT (4948276.8815179365 7416690.275443818)
210,Brigadeiro Eduardo Gomes Airport,small_airport,-13.821021,-56.038591,1398.0,Mato Grosso,Nova Mutum,POINT (3549428.959231139 8457444.583980983)
211,Novo Horizonte Airport,small_airport,-21.497800827026367,-49.23440170288086,1526.0,São Paulo,Novo Horizonte,POINT (4306409.52180193 7565789.775387225)
212,Ourinhos Airport,small_airport,-22.96649932861328,-49.91329956054688,1532.0,São Paulo,Ourinhos,POINT (4230880.688052152 7390278.284815226)
213,Usina Catanduva Airport,small_airport,-21.12886,-48.845197,1860.0,São Paulo,Palmares Paulista,POINT (4349709.374595075 7609592.446587181)
214,Parintins Airport,small_airport,-2.673521,-56.777625,87.0,Amazonas,Parintins,POINT (3467209.8514653086 9704447.525718058)
215,Patos de Minas Airport,small_airport,-18.672800064086918,-46.4911994934082,2793.0,Minas Gerais,Patos De Minas,POINT (4611596.614796425 7898494.702650768)
216,Pindamonhangaba Airport,small_airport,-22.94361114501953,-45.43138885498047,1919.0,São Paulo,Pindamonhangaba,POINT (4729502.807329196 7393027.9162439685)
217,Pirassununga Airport,small_airport,-22.02638816833496,-47.4194450378418,2241.0,São Paulo,Pirassununga,POINT (4508327.319404148 7502836.290517764)
218,Piumhi Airport,small_airport,-20.438600540200003,-45.9928016663,2444.0,Minas Gerais,Piumhi,POINT (4667044.435407203 7691249.89108199)
219,SESC Pantanal Airport,small_airport,-16.4974,-56.422199,348.0,Mato Grosso,Poconé,POINT (3506751.7515629735 8150849.702074326)
220,Outeiros da Brisas Airport,small_airport,-16.712959,-39.142413,130.0,Bahia,Porto Seguro,POINT (5429164.776274249 8125978.591131161)
221,Resende Airport,small_airport,-22.4785,-44.480301,1320.0,Rio de Janeiro,Resende,POINT (4835313.358458657 7448802.1932232585)
222,Clube do Céu Airport,closed,-22.997497,-43.40139,3.0,Rio de Janeiro,Rio de Janeiro,POINT (4955344.506929145 7386553.683717562)
223,Rio Grande Regional Airport,small_airport,-32.083065,-52.167184,27.0,Rio Grande do Sul,Rio Grande,POINT (3980131.2399629946 6250743.982729216)
224,Fazenda Pontal Airport,small_airport,-15.736869,-51.116102,1351.0,Goiás,Santa Fé de Goiás,POINT (4097066.35286541 8238378.29750589)
225,Fazenda Trêz Irmãos Airport,small_airport,-20.227777,-50.968334,1460.0,São Paulo,Santa Fé Do Sul,POINT (4113505.857835873 7716115.755225694)
226,São João da Boa Vista Municipal Airport,small_airport,-22.017744,-46.840779,2501.0,São Paulo,São João da Boa Vista,POINT (4572705.149552342 7503867.685845882)
227,Prefeito Octávio de Almeida Neves Airport,small_airport,-21.085638,-44.225299,3117.0,Minas Gerais,São João Del Rei,POINT (4863682.874500547 7614716.745930005)
228,São Joaquim da Barra Airport,small_airport,-20.594095,-47.841211,2133.0,São Paulo,São Joaquim Da Barra,POINT (4461404.95711142 7672887.792652367)
229,Fazenda Santa Inês Airport,small_airport,-20.881442,-49.388393,1804.0,São Paulo,São José Do Rio Preto,POINT (4289277.66176188 7638905.424166976)
230,Tatuí Airport,small_airport,-23.331899642944336,-47.878299713134766,2083.0,São Paulo,Tatuí,POINT (4457278.758719839 7346317.400307706)
231,Torres Airport,small_airport,-29.4149,-49.810001,30.0,Rio Grande do Sul,Torres,POINT (4242372.873095951 6594483.100412336)
232,Veranópolis Airport,small_airport,-28.934999465942383,-51.56829833984375,2133.0,Rio Grande do Sul,Veranópolis,POINT (4046758.5461922036 6655318.2297507115)
233,Videira Airport,small_airport,-26.99970054626465,-51.14189910888672,2756.0,Santa Catarina,Videira,POINT (4094196.3695147065 6897836.976200432)
234,Bartolomeu Lisandro Airport,medium_airport,-21.698299,-41.301701,59.0,Rio de Janeiro,Campos Dos Goytacazes,POINT (5188939.383708463 7541938.498388949)
235,Cruzeiro do Sul Airport,medium_airport,-7.59991,-72.769501,637.0,Acre,Cruzeiro Do Sul,POINT (1688079.5594600928 9157647.282237206)
236,Macaé Benedito Lacerda Airport,medium_airport,-22.343,-41.765999,8.0,Rio de Janeiro,Macaé,POINT (5137285.241547941 7465015.010832805)
237,Araguaína Airport,medium_airport,-7.22787,-48.240501,771.0,Tocantins,Araguaína,POINT (4416983.093516756 9199111.748683004)
238,Usiminas Airport,medium_airport,-19.470699,-42.487598,786.0,Minas Gerais,Ipatinga,POINT (5057005.8146951655 7805132.38782826)
239,Presidente Itamar Franco Airport,medium_airport,-21.513086,-43.173069,1348.0,Minas Gerais,Juiz de Fora,POINT (4980745.704849947 7563972.625163006)
240,Manicoré Airport,medium_airport,-5.81138,-61.278301,174.0,Amazonas,Manicoré,POINT (2966500.0531839267 9356680.981327102)
241,Carajás Airport,medium_airport,-6.117841,-50.003372,2064.0,Pará,Parauapebas,POINT (4220859.937171777 9322627.938918006)
242,Parnaíba - Prefeito Doutor João Silva Filho International Airport,medium_airport,-2.89375,-41.731998,23.0,Piauí,Parnaíba,POINT (5141067.925271757 9680081.448395262)
243,Tabatinga Airport,medium_airport,-4.25567,-69.935799,263.0,Amazonas,Tabatinga,POINT (2003334.9470528774 9529278.30851061)
244,Comandante Gustavo Kraemer Airport,medium_airport,-31.390499,-54.112202,600.0,Rio Grande do Sul,Bagé,POINT (3763743.841618022 6340901.3986737905)
245,Caravelas Airport,medium_airport,-17.6523,-39.253101,36.0,Bahia,Caravelas,POINT (5416850.500340551 8017260.079600576)
246,Barra do Garças Airport,medium_airport,-15.861417,-52.389008,1147.0,Mato Grosso,Barra do Garças,POINT (3955452.847140679 8224067.351284833)
247,Brig. Lysias Augusto Rodrigues Airport,medium_airport,-7.32044,-47.458698,565.0,Maranhão,Carolina,POINT (4503960.34369557 9188797.97372072)
248,Itacoatiara Airport,medium_airport,-3.126539,-58.481668,142.0,Amazonas,Itacoatiara,POINT (3277631.435513393 9654320.512319481)
249,Jacareacanga Airport,medium_airport,-6.23316,-57.776901,295.0,Pará,Jacareacanga,POINT (3356038.2664884236 9309808.962432219)
250,Linhares Antônio Edson Azevedo Lima Municipal Airport,medium_airport,-19.355202,-40.07128,138.0,Espírito Santo,Linhares,POINT (5325826.342625563 7818675.038798604)
251,Oiapoque Airport,medium_airport,3.85412,-51.797056,53.0,Amapá,Oiapoque,POINT (4021308.7688982687 10426234.517605448)
252,Porto Nacional Airport,medium_airport,-10.719402,-48.3997,870.0,Tocantins,Porto Nacional,POINT (4399271.865430888 8808362.697670782)
253,Campo Délio Jardim de Mattos Airport,medium_airport,-22.875099,-43.384701,110.0,Rio de Janeiro,Rio de Janeiro,POINT (4957201.193752084 7401255.693579232)
254,Santa Cruz Air Force Base,medium_airport,-22.9324,-43.719101,10.0,Rio de Janeiro,Rio de Janeiro,POINT (4919998.480971761 7394374.575702755)
255,São Paulo Catarina Executive Airport,medium_airport,-23.426886,-47.165658,2547.0,São Paulo,São Roque,POINT (4536561.668316222 7334869.747899197)
256,Ji-Paraná Airport,small_airport,-10.870743,-61.846675,598.0,Rondônia,Ji-Paraná,POINT (2903267.234183319 8791333.101848625)
257,Coronel Horácio de Mattos Airport,small_airport,-12.4823,-41.277,1676.0,Bahia,Lençóis,POINT (5191687.422609141 8609424.432025474)
258,Barcelos Airport,small_airport,-0.981191,-62.918603,112.0,Amazonas,Barcelos,POINT (2784012.959347235 9891565.794503586)
259,Cacoal Airport,small_airport,-11.496,-61.4508,778.0,Rondônia,Cacoal,POINT (2947309.1717488403 8720882.057798382)
260,Carauari Airport,small_airport,-4.871473,-66.897552,355.0,Amazonas,Carauari,POINT (2341346.4018874434 9461007.87992661)
261,João Durval Carneiro Airport,small_airport,-12.200694,-38.906164,781.0,Bahia,Feira de Santana,POINT (5455447.981093742 8641289.902803771)
262,Guarapari Airport,small_airport,-20.6465,-40.491901,30.0,Espírito Santo,Guarapari,POINT (5279031.359813445 7666695.106059585)
263,Pontes e Lacerda Airport,small_airport,-15.1934,-59.3848,870.0,Mato Grosso,Pontes e Lacerda,POINT (3177156.075469379 8300721.765751084)
264,Salinópolis Airport,small_airport,-0.696111,-47.336111,105.0,Pará,Salinópolis,POINT (4517598.408742225 9923072.688037386)
265,Santa Magalhães Airport,small_airport,-8.061433,-38.328888,1542.0,Pernambuco,Serra Talhada,POINT (5519671.166569143 9106158.980907833)
266,Adolino Bedin Regional Airport,small_airport,-12.479177,-55.672341,1266.0,Mato Grosso,Sorriso,POINT (3590175.0524003766 8609778.009971345)
267,Orlando de Carvalho Airport,small_airport,-23.7987,-53.313801,1552.0,Paraná,Umuarama,POINT (3852567.654675807 7289978.703649063)
268,União da Vitória Airport,small_airport,-26.233224,-51.066754,2467.0,Paraná,União da Vitória,POINT (4102556.4230516637 6992707.004245451)
269,Vacaria Airport,small_airport,-28.43248,-51.023322,2999.0,Rio Grande do Sul,Vacaria,POINT (4107388.3256278457 6718716.475187013)
270,Fazenda Canadá Airport,small_airport,-17.360044,-50.338433,1811.0,Goiás,Acreúna,POINT (4183583.6867325185 8051145.559737531)
271,Frederico Carlos Müller Airport,small_airport,-14.019959,-52.152003,1476.0,Mato Grosso,Água Boa,POINT (3981820.1585716014 8434786.478781328)
272,Fazenda Lobo Airport,small_airport,-19.711728,-52.726921,1410.0,Mato Grosso do Sul,Água Clara,POINT (3917859.305622326 7776838.877343919)
273,Alegrete Novo Airport,small_airport,-29.8127002716,-55.8933982849,459.0,Rio Grande do Sul,Alegrete,POINT (3565581.9582672045 6543835.292754533)
274,Comandante Paschoal Patrocínio Filho Airport,small_airport,-21.4314,-45.932098,2871.0,Minas Gerais,Alfenas,POINT (4673797.847674162 7573681.478237886)
275,Fazenda Galiléia Airport,small_airport,-11.560653,-47.147057,1529.0,Tocantins,Almas,POINT (4538631.069214627 8713588.371013122)
276,Fazenda Ipiranga Airport,small_airport,-11.66442,-47.177707,1302.0,Tocantins,Almas,POINT (4535221.191383536 8701878.554512037)
277,Fazenda Shalon Airport,small_airport,-9.987398,-56.675869,876.0,Mato Grosso,Alta Floresta,POINT (3478530.4233602686 8890611.80415926)
278,Fazenda Mequens Airport,small_airport,-13.061944007873535,-62.25749969482422,552.0,Rondônia,Alta Floresta D`Oeste,POINT (2857562.1112030274 8543722.570558768)
279,Fazenda Bananeira Airport,small_airport,-20.579999923706,-49.079700469971,1673.0,São Paulo,Altair,POINT (4323620.36371194 7674553.036836786)
280,Fazenda Cachoeira Airport,small_airport,-17.095972,-53.346133,2795.0,Mato Grosso,Alto Araguaia,POINT (3848970.6507594977 8081716.232015448)
281,Fazenda Palmeira Airport,small_airport,-17.926765,-53.220476,2953.0,Mato Grosso,Alto Taquari,POINT (3862950.2598499204 7985386.654372565)
282,Amapá Airport,small_airport,2.07751,-50.8582,45.0,Amapá,Amapá,POINT (4125758.5000887085 10229631.157672819)
283,Amargosa Airport,small_airport,-12.9936,-39.639902,1394.0,Bahia,Amargosa,POINT (5373818.064616443 8551477.256057959)
284,Fazenda Santa Emília Airport,small_airport,-19.507939,-55.614402,443.0,Mato Grosso do Sul,Aquidauana,POINT (3596620.889648521 7800763.715845669)
285,Fazenda Rio Negro Airport,small_airport,-19.569416,-56.245297,358.0,Mato Grosso do Sul,Aquidauana,POINT (3526432.476133143 7793549.5417950265)
286,Fazenda Tupanciretan Airport,small_airport,-19.474443435668945,-56.377220153808594,312.0,Mato Grosso do Sul,Aquidauana,POINT (3511755.7440750822 7804693.169264058)
287,Catuleve Airport,small_airport,-3.939457,-38.378971,75.0,Ceará,Aquiraz,POINT (5514099.326066221 9564312.969346378)
288,Country Club Orgabil Airport,closed,-21.218741,-50.40596,1253.0,São Paulo,Araçatuba,POINT (4176071.164047361 7598931.5210737735)
289,Primo Bitti Airport,small_airport,-19.825829,-40.102168,85.0,Espírito Santo,Aracruz,POINT (5322389.986787171 7763429.958248093)
290,Araguari Airport,small_airport,-18.668301,-48.190498,3107.0,Minas Gerais,Araguari,POINT (4422546.033849156 7899019.860143178)
291,Clube de Aviação Céu Azul Airport,small_airport,-26.561531,-48.696048,16.0,Santa Catarina,Araquari,POINT (4366302.518759168 6952149.690465698)
292,Calciolândia Airport,small_airport,-20.250557,-45.645,2180.0,Minas Gerais,Arcos,POINT (4705738.112129321 7713430.588067658)
293,Aripuanã Airport,small_airport,-10.187375,-59.457469,755.0,Mato Grosso,Aripuanã,POINT (3169071.494323943 8868161.275326984)
294,Hotel Fazenda Capricho Airport,small_airport,-23.221801,-48.790794,2099.0,São Paulo,Avaré,POINT (4355761.824306164 7359576.0168650765)
295,Avaré-Arandu Airport,small_airport,-23.092501,-48.987401,2657.0,São Paulo,Avaré,POINT (4333888.87648439 7375132.850541255)
296,Fazenda Thália Airport,small_airport,-25.520223,-49.682472,3346.0,Paraná,Balsa Nova,POINT (4256560.746176579 7080391.936909071)
297,Ely Rego Airport,small_airport,-25.539024,-49.60236,2592.0,Paraná,Balsa Nova,POINT (4265473.376936918 7078086.615633111)
298,Asas de Balsa Nova Airport,small_airport,-25.549311,-49.643565,2907.0,Paraná,Balsa Nova,POINT (4260889.2328576315 7076825.100422369)
299,Fazenda Liberdade Airport,small_airport,-17.005154,-56.471658,361.0,Mato Grosso,Barão de Melgaço,POINT (3501249.332390121 8092219.738217091)
300,Bariri - Aparecido O. Silva Airport,small_airport,-22.069201,-48.706402,1594.0,São Paulo,Bariri,POINT (4365150.614189409 7497727.057026295)
301,Pedreira Pombal Fazenda Recanto Heliport,heliport,-22.486884,-44.257678,1492.0,Rio de Janeiro,Barra Mansa,POINT (4860080.641734057 7447798.506463019)
302,Aba Airport,small_airport,-12.162858,-45.033695,1682.0,Bahia,Barreiras,POINT (4773747.096388219 8645568.650638834)
303,Rachid Saliba Airport,small_airport,-21.039400100708,-45.872200012207,2625.0,Minas Gerais,Boa Esperança,POINT (4680461.626489898 7620196.9342112625)
304,Novo Campo Airport,small_airport,-8.83456,-67.312401,394.0,Amazonas,Boca do Acre,POINT (2295193.5663784593 9019772.391853742)
305,Centro Nacional de Pára-quedismo Airport,small_airport,-23.29805564880371,-47.69194412231445,2051.0,São Paulo,Boituva,POINT (4478011.215419288 7350394.239844199)
306,Bom Jesus Airport,closed,-28.605654,-50.451363,3514.0,Rio Grande do Sul,Bom Jesus,POINT (4171019.9835199537 6696903.372473659)
307,Ninho do Bacurau,small_airport,-13.248888,-43.496667,1447.0,Bahia,Bom Jesus da Lapa,POINT (4944744.737594304 8522499.74006946)
308,Borba Airport,small_airport,-4.40634,-59.602402,293.0,Amazonas,Borba,POINT (3152947.38914634 9512579.838917123)
309,Botelho Airport,small_airport,-15.937469,-47.726636,3399.0,Distrito Federal,Brasília,POINT (4474151.670080336 8215324.347170414)
310,COOPA-DF Airport,small_airport,-16.014444,-47.558056,3442.0,Distrito Federal,Brasília,POINT (4492906.554411994 8206471.817065693)
311,Breves Airport,small_airport,-1.6365300416946411,-50.44359970092773,98.0,Pará,Breves,POINT (4171883.667089372 9819126.44856028)
312,Fazenda Santo Ângelo Airport,small_airport,-22.245274,-48.259931,1680.0,São Paulo,Brotas,POINT (4414821.464601321 7476698.205913232)
313,Fazenda Chocolate Airstrip,small_airport,-9.567788,-68.290944,610.0,Acre,Bujari,POINT (2186328.5718443817 8937674.480257694)
314,Fazenda Jequitibá Airport,small_airport,-23.846065,-48.448055,2310.0,São Paulo,Buri,POINT (4393892.268611234 7284250.792633379)
315,Fazenda Bacatuba Airport,small_airport,-5.65833282471,-43.7055549622,584.0,Maranhão,Buriti Bravo,POINT (4921505.506550663 9373680.038451629)
